text,label
Tôi cảm thấy rất hài lòng khi kết quả nghiên cứu của tôi được công nhận.,Positive
Tôi cảm thấy thất vọng vì không đạt được mục tiêu đề ra.,Negative
Tôi đang tổ chức lại công việc để hoàn thành kịp thời gian.,Neutral
Tôi rất vui khi được giao thêm nhiệm vụ trong dự án nhóm.,Positive
Tôi cảm thấy rất tự hào khi hoàn thành công việc sớm hơn dự kiến.,Positive
Tôi cảm thấy lo lắng vì có quá nhiều việc cần làm cùng lúc.,Negative
Tôi đang rà soát lại các ghi chú từ buổi học trước để chuẩn bị cho bài kiểm tra.,Neutral
Tôi rất vui khi được khen ngợi về sự nỗ lực trong công việc.,Positive
Tôi cảm thấy thất vọng khi không thể giải quyết vấn đề nhanh chóng.,Negative
Tôi đang chuẩn bị bài luận cho môn học quan trọng vào tuần tới.,Neutral
Tôi cảm thấy rất tự tin khi trình bày ý tưởng của mình trong cuộc họp.,Positive
Tôi bị chỉ trích vì không thực hiện đúng yêu cầu công việc.,Negative
Tôi đang lên kế hoạch học tập cho kỳ thi sắp tới.,Neutral
Tôi rất tự hào khi công việc của mình được đánh giá cao trong cuộc họp.,Positive
Tôi cảm thấy căng thẳng khi phải hoàn thành công việc trong thời gian ngắn.,Negative
Tôi đang chuẩn bị báo cáo cuối kỳ cho môn học quan trọng.,Neutral
Tôi rất vui vì có thể hoàn thành công việc vượt qua kỳ vọng.,Positive
Tôi cảm thấy thất vọng khi không nhận được sự hỗ trợ từ đồng nghiệp.,Negative
Tôi đang tham gia vào một cuộc thi nghiên cứu khoa học.,Neutral
Tôi cảm thấy rất hài lòng khi mọi người trong nhóm hoàn thành tốt công việc.,Positive
Tôi cảm thấy buồn khi không đạt được điểm cao trong bài kiểm tra.,Negative
Tôi đang kiểm tra lại dữ liệu cho dự án nghiên cứu của mình.,Neutral
Tôi rất tự hào khi bài thuyết trình của mình được đón nhận nồng nhiệt.,Positive
Tôi cảm thấy thất vọng vì không thể tìm ra giải pháp cho vấn đề công việc.,Negative
Tôi đang lên kế hoạch học nhóm cho kỳ thi cuối kỳ.,Neutral
Tôi cảm thấy rất vui khi nhóm mình hoàn thành công việc đúng hạn.,Positive
Tôi cảm thấy mệt mỏi vì không thể hoàn thành công việc đúng thời gian.,Negative
Tôi đang chuẩn bị cho một cuộc họp quan trọng trong công ty.,Neutral
Tôi cảm thấy tự hào khi nhóm của mình đạt được mục tiêu đề ra.,Positive
Tôi cảm thấy thất vọng vì không thể giải quyết vấn đề trong dự án.,Negative
Tôi đang sắp xếp lại công việc để chuẩn bị cho buổi thuyết trình.,Neutral
Tôi rất vui khi có thể giúp đỡ đồng nghiệp hoàn thành nhiệm vụ.,Positive
Tôi cảm thấy mệt mỏi khi phải làm việc quá nhiều mà không nghỉ ngơi.,Negative
Tôi đang làm việc trên một bài nghiên cứu mới.,Neutral
Tôi rất vui khi nhận được lời khen từ cấp trên về công việc của mình.,Positive
Tôi cảm thấy áp lực vì không hoàn thành được công việc theo kế hoạch.,Negative
Tôi đang xem lại kế hoạch học tập để chuẩn bị cho kỳ thi quan trọng.,Neutral
Tôi cảm thấy rất vui khi được giao một nhiệm vụ quan trọng trong dự án.,Positive
Tôi cảm thấy mệt mỏi khi công việc cứ dồn lại mỗi ngày.,Negative
Tôi đang chuẩn bị một bài luận cho môn học sắp tới.,Neutral
Tôi rất tự hào khi bài thuyết trình của mình được khen ngợi.,Positive
Tôi cảm thấy lo lắng vì không đủ thời gian để hoàn thành công việc.,Negative
Tôi đang chuẩn bị tài liệu cho hội thảo nghiên cứu tuần sau.,Neutral
Tôi cảm thấy rất vui khi được đồng nghiệp khen ngợi vì sự nỗ lực.,Positive
Tôi cảm thấy thất vọng khi không thể giải quyết vấn đề khó.,Negative
Tôi đang rà soát lại các tài liệu để chuẩn bị cho kỳ thi cuối kỳ.,Neutral
Tôi cảm thấy tự tin hơn khi thuyết trình trước nhóm làm việc.,Positive
Tôi cảm thấy căng thẳng khi có quá nhiều công việc cần hoàn thành.,Negative
Tôi đang tổ chức lại kế hoạch học tập để chuẩn bị cho kỳ thi.,Neutral
Tôi cảm thấy rất hài lòng khi kết quả dự án của mình được công nhận.,Positive
Tôi bị chỉ trích vì không hoàn thành công việc đúng tiến độ.,Negative
Tôi đang làm việc trên một báo cáo nghiên cứu cho môn học quan trọng.,Neutral
Tôi cảm thấy rất vui khi nhóm tôi đạt được kết quả tốt trong dự án.,Positive
Tôi cảm thấy thất vọng khi công sức của mình không được công nhận.,Negative
Tôi đang tìm kiếm tài liệu tham khảo cho bài luận.,Neutral
Tôi rất tự hào khi nhóm mình vượt qua mọi khó khăn để hoàn thành nhiệm vụ.,Positive
Tôi cảm thấy lo lắng khi không hoàn thành công việc đúng hạn.,Negative
Tôi đang chuẩn bị cho một buổi thuyết trình quan trọng.,Neutral
Tôi cảm thấy rất vui khi công việc của mình được đánh giá cao.,Positive
Tôi cảm thấy buồn vì không đạt được mục tiêu đề ra trong công việc.,Negative
Tôi đang chuẩn bị tài liệu cho hội thảo chuyên đề.,Neutral
Tôi rất hài lòng khi có thể giúp đỡ đồng nghiệp hoàn thành công việc.,Positive
Tôi cảm thấy căng thẳng khi khối lượng công việc quá lớn.,Negative
Tôi đang rà soát lại báo cáo cho dự án nghiên cứu sắp tới.,Neutral
Tôi cảm thấy rất tự hào khi nhóm của tôi đạt được mục tiêu dự án.,Positive
Tôi cảm thấy thất vọng vì không thể hoàn thành bài kiểm tra đúng cách.,Negative
Tôi rất vui khi có thể giúp đỡ bạn bè trong công việc học tập.,Positive
Tôi cảm thấy mệt mỏi vì công việc không ngừng nghỉ.,Negative
Tôi đang chuẩn bị cho cuộc thi nghiên cứu khoa học sắp tới.,Neutral
Tôi cảm thấy rất hài lòng khi nhóm tôi hoàn thành đúng tiến độ công việc.,Positive
Tôi cảm thấy thất vọng vì không đạt được kết quả như mong muốn.,Negative
Tôi đang tham gia vào một cuộc thi thuyết trình quốc tế.,Neutral
Tôi rất tự hào khi công việc của mình được công nhận bởi ban lãnh đạo.,Positive
Tôi cảm thấy bối rối khi không thể giải quyết vấn đề một cách nhanh chóng.,Negative
Tôi đang chuẩn bị cho buổi học nhóm vào cuối tuần.,Neutral
Tôi cảm thấy rất vui khi được giao thêm nhiệm vụ quan trọng trong công việc.,Positive
Tôi cảm thấy lo lắng vì thời gian không đủ để hoàn thành công việc.,Negative
Tôi đang kiểm tra lại bài luận trước khi nộp cho giảng viên.,Neutral
Tôi rất hài lòng khi có thể hoàn thành công việc đúng thời gian.,Positive
Tôi cảm thấy rất mệt mỏi khi không có đủ thời gian nghỉ ngơi.,Negative
Tôi đang nghiên cứu thêm về chủ đề mới cho bài thuyết trình của mình.,Neutral
Tôi cảm thấy tự hào khi đội nhóm của tôi hoàn thành công việc xuất sắc.,Positive
Tôi cảm thấy buồn vì không thể đạt được kết quả như mong đợi.,Negative
Tôi đang tìm kiếm tài liệu tham khảo cho bài nghiên cứu sắp tới.,Neutral
Tôi cảm thấy rất tự tin khi công việc của mình được đánh giá cao.,Positive
Tôi cảm thấy áp lực khi công việc dồn lại trong thời gian ngắn.,Negative
Tôi đang chuẩn bị báo cáo cho hội thảo khoa học sắp tới.,Neutral
Tôi sẽ tham gia tình nguyện cuối tuần,Neutral
Tham gia hội thảo với vai trò khách mời,Neutral
Kiểm tra danh sách công việc hàng ngày,Neutral
Tôi đang chuẩn bị bài tập nhóm cho buổi học chiều nay.,Neutral
Tôi đang tìm tài liệu tham khảo trong thư viện.,Neutral
Tôi đang viết kế hoạch cho tuần học tới.,Neutral
Tôi vừa kết thúc một buổi học trực tuyến dài.,Neutral
Tôi đang phân tích dữ liệu từ kết quả khảo sát.,Neutral
Tôi đang chỉnh sửa lại bài luận để hoàn thiện hơn.,Neutral
Tôi đang sắp xếp lịch làm việc cho tuần tới.,Neutral
Tôi đang tham dự một buổi hội thảo chuyên môn.,Neutral
Tôi vừa hoàn thành bài tập và chuẩn bị cho môn tiếp theo.,Neutral
Tôi đang đọc tài liệu mới giảng viên vừa gửi.,Neutral
Tôi đang tổng hợp ý chính từ bài giảng hôm nay.,Neutral
Tôi đang hoàn thành nốt phần trình bày của nhóm.,Neutral
Tôi đang viết biên bản cho buổi họp nhóm.,Neutral
Tôi đang tạo bản trình chiếu cho dự án học kỳ.,Neutral
Tôi cảm thấy kiệt sức sau một ngày dài làm việc.,Negative
Tôi bị mất điểm vì quên nộp bài tập đúng hạn.,Negative
Tôi cảm thấy áp lực khi không ai hỗ trợ tôi trong nhóm.,Negative
Tôi cảm thấy buồn vì không được chọn vào nhóm dự án.,Negative
